gene,drug_class,coverage,matching_kmers,total_kmers,biosample_id
blaSHV-29_1_AF301532,beta-lactam,0.36,598,1662,48146720
blaSHV-30_1_AY661885,beta-lactam,0.358,595,1662,48146720
blaSHV-31_1_AY277255,beta-lactam,0.424,705,1662,48146720
blaSHV-33_1_AY037779,beta-lactam,0.397,660,1662,48146720
blaSHV-34_1_AY036620,beta-lactam,0.339,564,1662,48146720
blaSHV-35_1_AY070258,beta-lactam,0.392,652,1662,48146720
blaSHV-36_1_AF467947,beta-lactam,0.41,681,1662,48146720
blaSHV-37_1_AF467948,beta-lactam,0.357,594,1662,48146720
blaSHV-40_1_AF535128,beta-lactam,0.397,659,1662,48146720
blaSHV-41_1_AF535129,beta-lactam,0.4,664,1662,48146720
blaSHV-43_1_AY065991,beta-lactam,0.36,598,1662,48146720
blaSHV-44_1_AY259119,beta-lactam,0.364,605,1662,48146720
blaSHV-45_1_AF547625,beta-lactam,0.414,688,1662,48146720
blaSHV-46_1_AY210887,beta-lactam,0.391,650,1662,48146720
blaSHV-48_1_AY263404,beta-lactam,0.404,672,1662,48146720
blaSHV-49_1_AY528718,beta-lactam,0.416,691,1662,48146720
blaSHV-50_1_AY288915,beta-lactam,0.378,629,1662,48146720
blaSHV-51_1_AY289548,beta-lactam,0.397,660,1662,48146720
blaSHV-52_1_HQ845196,beta-lactam,0.352,585,1662,48146720
blaSHV-55_1_DQ054528,beta-lactam,0.408,678,1662,48146720
blaSHV-56_1_EU586041,beta-lactam,0.392,651,1662,48146720
blaSHV-57_1_AY223863,beta-lactam,0.416,691,1662,48146720
blaSHV-59_1_AY790341,beta-lactam,0.363,603,1662,48146720
blaSHV-60_1_AB302939,beta-lactam,0.416,691,1662,48146720
blaSHV-61_1_AJ866284,beta-lactam,0.424,705,1662,48146720
blaSHV-62_1_AJ866285,beta-lactam,0.415,689,1662,48146720
blaSHV-63_1_EU342351,beta-lactam,0.36,598,1662,48146720
blaSHV-64_1_DQ174304,beta-lactam,0.395,657,1662,48146720
blaSHV-65_1_DQ174305,beta-lactam,0.378,629,1662,48146720
blaSHV-66_1_DQ174306,beta-lactam,0.414,688,1662,48146720
blaSHV-67_1_DQ174307,beta-lactam,0.472,784,1662,48146720
blaSHV-69_1_DQ174308,beta-lactam,0.416,691,1662,48146720
blaSHV-70_1_DQ013287,beta-lactam,0.434,722,1662,48146720
blaSHV-72_1_AM176547,beta-lactam,0.347,576,1662,48146720
blaSHV-73_1_AM176548,beta-lactam,0.348,577,1656,48146720
blaSHV-74_1_AM176549,beta-lactam,0.434,722,1662,48146720
blaSHV-75_1_AM176550,beta-lactam,0.434,722,1662,48146720
blaSHV-76_1_AM176551,beta-lactam,0.383,636,1662,48146720
blaSHV-77_1_EF373975,beta-lactam,0.397,660,1662,48146720
blaSHV-78_1_AM176553,beta-lactam,0.397,660,1662,48146720
blaSHV-79_1_AM176554,beta-lactam,0.383,636,1662,48146720
blaSHV-80_1_AM176555,beta-lactam,0.397,660,1662,48146720
blaSHV-81_1_AM176556,beta-lactam,0.453,753,1662,48146720
blaSHV-82_1_AM176557,beta-lactam,0.428,712,1662,48146720
blaSHV-85_1_DQ322460,beta-lactam,0.383,636,1662,48146720
blaSHV-86_1_DQ328802,beta-lactam,0.427,710,1662,48146720
blaSHV-89_1_DQ193536,beta-lactam,0.392,651,1662,48146720
blaSHV-92_1_DQ836922,beta-lactam,0.371,616,1662,48146720
blaSHV-93_1_EF373969,beta-lactam,0.397,660,1662,48146720
blaSHV-94_1_EF373970,beta-lactam,0.378,629,1662,48146720
blaSHV-95_1_EF373972,beta-lactam,0.36,598,1662,48146720
blaSHV-96_1_EF373971,beta-lactam,0.378,629,1662,48146720
blaSHV-97_1_EF373973,beta-lactam,0.395,656,1662,48146720
blaSHV-98_1_AM941844,beta-lactam,0.411,683,1662,48146720
blaSHV-99_1_AM941845,beta-lactam,0.383,636,1662,48146720
blaSHV-100_1_AM941846,beta-lactam,0.398,684,1718,48146720
blaSHV-101_1_EU155018,beta-lactam,0.379,630,1662,48146720
blaSHV-102_1_EU024485,beta-lactam,0.397,660,1662,48146720
blaSHV-103_1_EU032604,beta-lactam,0.416,691,1662,48146720
blaSHV-104_1_EU274581,beta-lactam,0.397,659,1662,48146720
blaSHV-105_1_FJ194944,beta-lactam,0.339,564,1662,48146720
blaSHV-106_1_AM922307,beta-lactam,0.408,678,1662,48146720
blaSHV-107_1_AM922308,beta-lactam,0.436,724,1662,48146720
blaSHV-108_1_AM922309,beta-lactam,0.397,660,1662,48146720
blaSHV-109_1_EU418913,beta-lactam,0.405,673,1662,48146720
blaSHV-110_1_HQ877615,beta-lactam,0.453,753,1662,48146720
blaSHV-120_1_JF812965,beta-lactam,0.416,691,1662,48146720
blaSHV-121_1_GQ428198,beta-lactam,0.389,647,1662,48146720
blaSHV-128_1_GU932590,beta-lactam,0.403,669,1662,48146720
blaSHV-129_1_GU827715,beta-lactam,0.419,697,1662,48146720
blaSHV-132_1_GU981741,beta-lactam,0.362,602,1662,48146720
blaSHV-133_1_AB551737,beta-lactam,0.388,645,1662,48146720
blaSHV-134_1_HM559945,beta-lactam,0.414,688,1662,48146720
blaSHV-135_1_HQ637576,beta-lactam,0.397,660,1662,48146720
blaSHV-137_1_HQ661363,beta-lactam,0.416,691,1662,48146720
blaSHV-141_1_JQ388884,beta-lactam,0.364,605,1662,48146720
blaSHV-142_1_JQ029959,beta-lactam,0.407,676,1662,48146720
blaSHV-143_1_JQ341060,beta-lactam,0.397,660,1662,48146720
blaSHV-144_1_JQ926986,beta-lactam,0.381,633,1662,48146720
blaSHV-145_1_JX013655,beta-lactam,0.398,662,1662,48146720
blaSHV-147_1_JX121114,beta-lactam,0.397,659,1662,48146720
blaSHV-148_1_JX121115,beta-lactam,0.416,691,1662,48146720
blaSHV-149_1_JX121116,beta-lactam,0.383,637,1662,48146720
blaSHV-150_1_JX121117,beta-lactam,0.392,652,1662,48146720
blaSHV-151_1_JX121118,beta-lactam,0.383,637,1662,48146720
blaSHV-152_1_JX121119,beta-lactam,0.434,722,1662,48146720
blaSHV-153_1_JX121120,beta-lactam,0.397,660,1662,48146720
blaSHV-154_1_JX121121,beta-lactam,0.383,636,1662,48146720
blaSHV-155_1_JX121122,beta-lactam,0.429,713,1662,48146720
blaSHV-156_1_JX121123,beta-lactam,0.416,691,1662,48146720
blaSHV-157_1_JX121124,beta-lactam,0.371,617,1662,48146720
blaSHV-158_1_JX121125,beta-lactam,0.429,713,1662,48146720
blaSHV-159_1_JX121126,beta-lactam,0.429,713,1662,48146720
blaSHV-160_1_JX121127,beta-lactam,0.414,688,1662,48146720
blaSHV-161_1_JX121128,beta-lactam,0.439,730,1662,48146720
blaSHV-162_1_JX121129,beta-lactam,0.338,562,1662,48146720
blaSHV-163_1_JX121130,beta-lactam,0.364,605,1662,48146720
blaSHV-164_1_HE981194,beta-lactam,0.363,603,1662,48146720
blaSHV-165_1_JX121131,beta-lactam,0.395,657,1662,48146720
blaSHV-168_1_JX870080,beta-lactam,0.344,572,1662,48146720
blaSHV-172_1_KF513177,beta-lactam,0.453,753,1662,48146720
blaSHV-173_1_KF513178,beta-lactam,0.434,722,1662,48146720
blaSHV-178_1_KF705209,beta-lactam,0.397,660,1662,48146720
blaSHV-179_1_KF705208,beta-lactam,0.397,660,1662,48146720
blaTEM-1A_1_HM749966,beta-lactam,0.941,1564,1662,48146720
blaTEM-1B_1_AY458016,beta-lactam,0.952,1582,1662,48146720
blaTEM-1C_1_FJ560503,beta-lactam,0.978,1626,1662,48146720
blaTEM-1D_1_AF188200,beta-lactam,0.866,1440,1662,48146720
blaTEM-2_1_X54606,beta-lactam,0.832,1382,1662,48146720
blaTEM-2_2_AJ251946,beta-lactam,0.801,1332,1662,48146720
blaTEM-3_1_X64523,beta-lactam,0.781,1298,1662,48146720
blaTEM-6_1_X57972,beta-lactam,0.866,1440,1662,48146720
blaTEM-8_1_X65252,beta-lactam,0.769,1278,1662,48146720
blaTEM-10_1_AF093512,beta-lactam,0.877,1458,1662,48146720
blaTEM-11_1_AY874537,beta-lactam,0.818,1360,1662,48146720
blaTEM-12_1_M88143,beta-lactam,0.854,1420,1662,48146720
blaTEM-15_1_AM849805,beta-lactam,0.877,1458,1662,48146720
blaTEM-16_1_X65254,beta-lactam,0.781,1298,1662,48146720
blaTEM-17_1_Y14574,beta-lactam,0.755,1254,1662,48146720
blaTEM-20_1_EU527189,beta-lactam,0.904,1502,1662,48146720
blaTEM-21_1_Y17582,beta-lactam,0.755,1254,1662,48146720
blaTEM-22_1_Y17583,beta-lactam,0.779,1294,1662,48146720
blaTEM-24_1_GQ293500,beta-lactam,0.775,1288,1662,48146720
blaTEM-28_1_U37195,beta-lactam,0.877,1458,1662,48146720
blaTEM-29_1_DQ269440,beta-lactam,0.904,1502,1662,48146720
blaTEM-30_1_AJ437107,beta-lactam,0.915,1520,1662,48146720
blaTEM-33_1_GU371926,beta-lactam,0.915,1520,1662,48146720
blaTEM-34_1_KC292503,beta-lactam,0.915,1520,1662,48146720
blaTEM-43_1_U95363,beta-lactam,0.829,1378,1662,48146720
blaTEM-45_1_X95401,beta-lactam,0.792,1316,1662,48146720
blaTEM-47_1_Y10279,beta-lactam,0.864,1436,1662,48146720
blaTEM-48_1_Y10280,beta-lactam,0.779,1294,1662,48146720
blaTEM-49_1_Y10281,beta-lactam,0.769,1278,1662,48146720
blaTEM-52C_2_EF141186,beta-lactam,0.866,1440,1662,48146720
blaTEM-52B_1_AF027199,beta-lactam,0.84,1396,1662,48146720
blaTEM-53_1_AF104441,beta-lactam,0.817,1358,1662,48146720
blaTEM-54_1_AF104442,beta-lactam,0.904,1502,1662,48146720
blaTEM-55_1_DQ286729,beta-lactam,0.904,1502,1662,48146720
blaTEM-57_1_FJ405211,beta-lactam,0.904,1502,1662,48146720
blaTEM-60_1_AF047171,beta-lactam,0.669,1112,1662,48146720
blaTEM-63_1_AF332513,beta-lactam,0.742,1234,1662,48146720
blaTEM-67_1_AF091113,beta-lactam,0.789,1312,1662,48146720
blaTEM-68_1_AJ239002,beta-lactam,0.828,1376,1662,48146720
blaTEM-70_1_AF188199,beta-lactam,0.915,1520,1662,48146720
blaTEM-71_1_AF203816,beta-lactam,0.853,1418,1662,48146720
blaTEM-72_1_AF157553,beta-lactam,0.781,1298,1662,48146720
blaTEM-76_1_AF190694,beta-lactam,0.935,1554,1662,48146720
blaTEM-77_1_AF190695,beta-lactam,0.877,1458,1662,48146720
blaTEM-78_1_AF190693,beta-lactam,0.776,1290,1662,48146720
blaTEM-79_1_AF190692,beta-lactam,0.877,1458,1662,48146720
blaTEM-80_1_AF347054,beta-lactam,0.832,1382,1662,48146720
blaTEM-81_1_AF427127,beta-lactam,0.869,1444,1662,48146720
blaTEM-82_1_AF427128,beta-lactam,0.869,1444,1662,48146720
blaTEM-83_1_AF427129,beta-lactam,0.774,1286,1662,48146720
blaTEM-84_1_AF427130,beta-lactam,0.829,1378,1662,48146720
blaTEM-85_1_AJ277414,beta-lactam,0.77,1280,1662,48146720
blaTEM-86_1_AJ277415,beta-lactam,0.763,1268,1662,48146720
blaTEM-87_1_AF250872,beta-lactam,0.78,1296,1662,48146720
blaTEM-88_1_AY027590,beta-lactam,0.803,1334,1662,48146720
blaTEM-90_1_AF351241,beta-lactam,0.904,1502,1662,48146720
blaTEM-91_1_AB049569,beta-lactam,0.866,1440,1662,48146720
blaTEM-92_1_AF143804,beta-lactam,0.779,1294,1662,48146720
blaTEM-93_1_AJ318093,beta-lactam,0.863,1434,1662,48146720
blaTEM-94_1_AJ318094,beta-lactam,0.704,1170,1662,48146720
blaTEM-95_1_AJ308558,beta-lactam,0.915,1520,1662,48146720
blaTEM-96_1_AY092401,beta-lactam,0.911,1514,1662,48146720
blaTEM-97_1_AF397067,beta-lactam,0.931,1548,1662,48146720
blaTEM-98_1_AF397068,beta-lactam,0.931,1548,1662,48146720
blaTEM-99_1_AF397066,beta-lactam,0.894,1486,1662,48146720
blaTEM-101_1_AF495873,beta-lactam,0.78,1296,1662,48146720
blaTEM-102_1_AY040093,beta-lactam,0.747,1242,1662,48146720
blaTEM-104_1_AF516719,beta-lactam,0.913,1518,1662,48146720
blaTEM-105_1_AF516720,beta-lactam,0.915,1520,1662,48146720
blaTEM-106_1_AY101578,beta-lactam,0.877,1458,1662,48146720
blaTEM-107_1_AY101764,beta-lactam,0.803,1334,1662,48146720
blaTEM-108_1_AF506748,beta-lactam,0.792,1316,1662,48146720
blaTEM-109_1_AY628175,beta-lactam,0.877,1458,1662,48146720
blaTEM-110_1_AY072920,beta-lactam,0.792,1316,1662,48146720
blaTEM-111_1_AF468003,beta-lactam,0.78,1296,1662,48146720
blaTEM-112_1_AY589493,beta-lactam,0.866,1440,1662,48146720
blaTEM-113_1_AY589494,beta-lactam,0.706,1174,1662,48146720
blaTEM-114_1_AY589495,beta-lactam,0.803,1334,1662,48146720
blaTEM-115_1_AF535127,beta-lactam,0.853,1418,1662,48146720
blaTEM-116_1_AY425988,beta-lactam,0.884,1470,1662,48146720
blaTEM-120_1_AY243512,beta-lactam,0.829,1378,1662,48146720
blaTEM-121_1_AY307374,beta-lactam,0.761,1264,1662,48146720
blaTEM-122_1_AY307100,beta-lactam,0.904,1502,1662,48146720
blaTEM-123_1_AY327539,beta-lactam,0.796,1318,1656,48146720
blaTEM-124_1_AY327540,beta-lactam,0.8,1324,1656,48146720
blaTEM-125_1_AY628176,beta-lactam,0.71,1180,1662,48146720
blaTEM-126_1_AY628199,beta-lactam,0.905,1504,1662,48146720
blaTEM-127_1_AY368236,beta-lactam,0.915,1520,1662,48146720
blaTEM-130_1_AJ866988,beta-lactam,0.779,1294,1662,48146720
blaTEM-131_1_AY436361,beta-lactam,0.733,1172,1600,48146720
blaTEM-132_1_AY491682,beta-lactam,0.846,1406,1662,48146720
blaTEM-133_1_AY528425,beta-lactam,0.817,1358,1662,48146720
blaTEM-134_1_AY574271,beta-lactam,0.768,1276,1662,48146720
blaTEM-135_1_GQ896333,beta-lactam,0.904,1502,1662,48146720
blaTEM-136_1_AY826417,beta-lactam,0.822,1366,1662,48146720
blaTEM-137_1_AM286274,beta-lactam,0.845,1404,1662,48146720
blaTEM-138_1_AY853593,beta-lactam,0.779,1294,1662,48146720
blaTEM-139_1_DQ072853,beta-lactam,0.791,1314,1662,48146720
blaTEM-141_1_AY956335,beta-lactam,0.904,1502,1662,48146720
blaTEM-142_1_DQ388882,beta-lactam,0.779,1294,1662,48146720
blaTEM-143_1_DQ075245,beta-lactam,0.915,1520,1662,48146720
blaTEM-145_1_DQ105528,beta-lactam,0.829,1378,1662,48146720
blaTEM-146_1_DQ105529,beta-lactam,0.866,1440,1662,48146720
blaTEM-147_1_DQ279850,beta-lactam,0.866,1440,1662,48146720
blaTEM-148_1_AM087454,beta-lactam,0.915,1520,1662,48146720
blaTEM-149_1_DQ369751,beta-lactam,0.771,1282,1662,48146720
blaTEM-150_1_AM183304,beta-lactam,0.904,1502,1662,48146720
blaTEM-151_1_DQ834729,beta-lactam,0.758,1260,1662,48146720
blaTEM-152_1_DQ834728,beta-lactam,0.769,1278,1662,48146720
blaTEM-153_1_KC149518,beta-lactam,0.866,1440,1662,48146720
blaTEM-154_1_FJ807656,beta-lactam,0.869,1444,1662,48146720
blaTEM-155_1_DQ679961,beta-lactam,0.832,1382,1662,48146720
blaTEM-156_1_AM941159,beta-lactam,0.904,1502,1662,48146720
blaTEM-157_1_DQ909059,beta-lactam,0.844,1402,1662,48146720
blaTEM-158_1_EF534736,beta-lactam,0.84,1396,1662,48146720
blaTEM-159_1_EF136376,beta-lactam,0.792,1316,1662,48146720
blaTEM-160_1_EF136377,beta-lactam,0.794,1320,1662,48146720
blaTEM-162_1_EF468463,beta-lactam,0.698,1160,1662,48146720
blaTEM-163_1_EU815939,beta-lactam,0.894,1486,1662,48146720
blaTEM-164_1_EU274580,beta-lactam,0.877,1458,1662,48146720
blaTEM-166_1_FJ197316,beta-lactam,0.915,1520,1662,48146720
blaTEM-167_1_FJ360884,beta-lactam,0.704,1170,1662,48146720
blaTEM-168_1_FJ919776,beta-lactam,0.904,1502,1662,48146720
blaTEM-171_1_GQ149347,beta-lactam,0.922,1532,1662,48146720
blaTEM-176_1_GU550123,beta-lactam,0.915,1520,1662,48146720
blaTEM-177_1_FN652295,beta-lactam,0.738,1226,1662,48146720
blaTEM-178_1_X97254,beta-lactam,0.679,1124,1656,48146720
blaTEM-182_1_HQ317449,beta-lactam,0.84,1396,1662,48146720
blaTEM-183_1_HQ529916,beta-lactam,0.904,1502,1662,48146720
blaTEM-184_1_FR848831,beta-lactam,0.78,1296,1662,48146720
blaTEM-185_1_JF795538,beta-lactam,0.851,1414,1662,48146720
blaTEM-186_1_JN227084,beta-lactam,0.915,1520,1662,48146720
blaTEM-187_1_HM246246,beta-lactam,0.739,1224,1656,48146720
blaTEM-188_1_JN211012,beta-lactam,0.816,1356,1662,48146720
blaTEM-189_1_JN254627,beta-lactam,0.869,1444,1662,48146720
blaTEM-190_1_JN416112,beta-lactam,0.776,1290,1662,48146720
blaTEM-193_1_JN935135,beta-lactam,0.645,1072,1662,48146720
blaTEM-194_1_JN935136,beta-lactam,0.521,866,1662,48146720
blaTEM-195_1_JN935137,beta-lactam,0.69,1146,1662,48146720
blaTEM-197_1_HQ877606,beta-lactam,0.829,1378,1662,48146720
blaTEM-198_1_AB700703,beta-lactam,0.915,1520,1662,48146720
blaTEM-201_1_JX310327,beta-lactam,0.877,1458,1662,48146720
blaTEM-205_1_KC900516,beta-lactam,0.753,1252,1662,48146720
blaTEM-206_1_KC783461,beta-lactam,0.933,1550,1662,48146720
blaTEM-207_1_KC818234,beta-lactam,0.915,1520,1662,48146720
blaTEM-208_1_KC865667,beta-lactam,0.915,1520,1662,48146720
blaTEM-209_1_KF240808,beta-lactam,0.904,1502,1662,48146720
blaTEM-211_1_KF513179,beta-lactam,0.704,1170,1662,48146720
blaNDM-1_1_FN396876,beta-lactam,0.46,721,1566,48146720
blaNDM-2_1_JF703135,beta-lactam,0.441,690,1566,48146720
blaNDM-3_1_JQ734687,beta-lactam,0.447,700,1566,48146720
blaNDM-4_1_JQ348841,beta-lactam,0.48,752,1566,48146720
blaNDM-5_1_JN104597,beta-lactam,0.5,783,1566,48146720
blaNDM-6_1_JN967644,beta-lactam,0.441,690,1566,48146720
blaNDM-7_1_JX262694,beta-lactam,0.46,721,1566,48146720
blaNDM-8_1_AB744718,beta-lactam,0.46,721,1566,48146720
blaNDM-9_1_KC999080,beta-lactam,0.457,715,1566,48146720
blaNDM-10_1_KF361506,beta-lactam,0.383,600,1566,48146720
blaNDM-12_1_AB926431,beta-lactam,0.46,721,1566,48146720
blaNDM-13_1_LC012596,beta-lactam,0.467,731,1566,48146720
blaOXA-546_1_KY682756,beta-lactam,0.783,1202,1536,48146720
blaOXA-547_1_KY684124,beta-lactam,0.703,1080,1536,48146720
blaOXA-566_1_MF099636,beta-lactam,0.96,1474,1536,48146720
blaOXA-252_1_NG_050608,beta-lactam,0.805,1236,1536,48146720
blaNDM-22_1_MH243357,beta-lactam,0.441,690,1566,48146720
blaNDM-23_1_MH450214,beta-lactam,0.441,690,1566,48146720
blaNDM-24_1_MH450215,beta-lactam,0.48,752,1566,48146720
blaCTX-M-148_1_KJ020574,beta-lactam,0.405,686,1692,48146720
blaCTX-M-159_1_AB976602,beta-lactam,0.43,728,1692,48146720
blaCTX-M-161_1_KP128034,beta-lactam,0.424,691,1630,48146720
blaCTX-M-168_1_KR537429,beta-lactam,0.427,722,1692,48146720
blaCTX-M-174_1_KT997886,beta-lactam,0.42,710,1692,48146720
blaCTX-M-191_1_KY271097,beta-lactam,0.427,722,1692,48146720
blaCTX-M-192_1_KY271098,beta-lactam,0.431,730,1692,48146720
blaCTX-M-195_1_KY563768,beta-lactam,0.413,699,1692,48146720
blaCTX-M-196_1_KY563769,beta-lactam,0.413,699,1692,48146720
blaCTX-M-198_1_KY646304,beta-lactam,0.427,722,1692,48146720
blaCTX-M-201_1_KY997189,beta-lactam,0.427,722,1692,48146720
blaCTX-M-213_1_MH094805,beta-lactam,0.399,675,1692,48146720
blaCTX-M-214_1_MH121688,beta-lactam,0.463,784,1692,48146720
blaCTX-M-219_1_CP019080,beta-lactam,0.463,784,1692,48146720
blaCTX-M-73_1_DQ343292,beta-lactam,0.426,720,1692,48146720
blaCTX-M-122_1_JN790863,beta-lactam,0.408,691,1692,48146720
blaCTX-M-137_1_KF790923,beta-lactam,0.3,508,1692,48146720
blaCTX-M-65_1_EF418608,beta-lactam,0.408,691,1692,48146720
blaCTX-M-38_1_AY822595,beta-lactam,0.427,722,1692,48146720
blaCTX-M-27_1_AY156923,beta-lactam,0.431,730,1692,48146720
blaTEM-52_1_Y13612,beta-lactam,0.829,1378,1662,48146720
blaTEM-40_1_FR717535,beta-lactam,0.941,1564,1662,48146720
blaTEM-36_1_KY305958,beta-lactam,0.877,1458,1662,48146720
blaTEM-35_1_KP860986,beta-lactam,0.877,1458,1662,48146720
blaTEM-32_1_CXLQ01000061,beta-lactam,0.904,1502,1662,48146720
blaTEM-26_1_LDCJ01000052,beta-lactam,0.866,1440,1662,48146720
blaTEM-19_1_JX042489,beta-lactam,0.853,1418,1662,48146720
blaTEM-9_1_KY271103,beta-lactam,0.742,1234,1662,48146720
blaTEM-4_1_LK391770,beta-lactam,0.741,1232,1662,48146720
blaTEM-169_1_KP012538,beta-lactam,0.866,1440,1662,48146720
blaTEM-144_1_AM049400,beta-lactam,0.877,1458,1662,48146720
blaTEM-129_1_AJ746225,beta-lactam,0.793,1318,1662,48146720
blaTEM-128_1_AY368237,beta-lactam,0.915,1520,1662,48146720
blaTEM-181_1_KM977568,beta-lactam,0.904,1502,1662,48146720
blaTEM-191_1_KY432484,beta-lactam,0.857,1424,1662,48146720
blaTEM-196_1_JQ034306,beta-lactam,0.877,1458,1662,48146720
blaTEM-210_1_KJ484630,beta-lactam,0.877,1458,1662,48146720
blaTEM-212_1_KF481968,beta-lactam,0.829,1378,1662,48146720
blaTEM-213_1_LJEE02000034,beta-lactam,0.915,1520,1662,48146720
blaTEM-214_1_KP050491,beta-lactam,0.925,1538,1662,48146720
blaTEM-215_1_KP050492,beta-lactam,0.915,1520,1662,48146720
blaTEM-216_1_KF944358,beta-lactam,0.895,1488,1662,48146720
blaTEM-217_1_HG934763,beta-lactam,0.915,1520,1662,48146720
blaTEM-219_1_KM114268,beta-lactam,0.915,1520,1662,48146720
blaTEM-220_1_KM998962,beta-lactam,0.905,1504,1662,48146720
blaTEM-224_1_KU664545,beta-lactam,0.742,1234,1662,48146720
blaTEM-225_1_KY432403,beta-lactam,0.829,1378,1662,48146720
blaTEM-226_1_KY646301,beta-lactam,0.84,1396,1662,48146720
blaTEM-227_1_KY418040,beta-lactam,0.715,1188,1662,48146720
blaTEM-229_1_MG821356,beta-lactam,0.847,1408,1662,48146720
blaTEM-230_1_MG821377,beta-lactam,0.877,1458,1662,48146720
blaTEM-231_1_MG821378,beta-lactam,0.904,1502,1662,48146720
blaTEM-232_1_MH079593,beta-lactam,0.877,1458,1662,48146720
blaTEM-233_1_MH270416,beta-lactam,0.804,1336,1662,48146720
blaTEM-234_1_MH243353,beta-lactam,0.915,1520,1662,48146720
blaSHV-1_1_AF148850,beta-lactam,0.434,722,1662,48146720
blaSHV-2_1_AF148851,beta-lactam,0.416,691,1662,48146720
blaSHV-3_1_KX092356,beta-lactam,0.359,597,1662,48146720
blaSHV-9_1_S82452,beta-lactam,0.374,619,1656,48146720
blaSHV-11_1_X98101,beta-lactam,0.472,784,1662,48146720
blaSHV-12_1_KF976405,beta-lactam,0.433,719,1662,48146720
blaSHV-32_1_AY037778,beta-lactam,0.411,683,1662,48146720
blaSHV-38_1_AY079099,beta-lactam,0.362,602,1662,48146720
blaSHV-42_1_AF535130,beta-lactam,0.36,598,1662,48146720
blaSHV-71_1_AM176546,beta-lactam,0.361,600,1662,48146720
blaSHV-111_1_AB372881,beta-lactam,0.362,602,1662,48146720
blaSHV-119_1_JX192924,beta-lactam,0.393,653,1662,48146720
blaSHV-189_1_KP050494,beta-lactam,0.36,598,1662,48146720
blaSHV-188_1_LN515534,beta-lactam,0.361,608,1686,48146720
blaSHV-187_1_LN515533,beta-lactam,0.377,631,1674,48146720
blaSHV-186_1_KM233165,beta-lactam,0.39,649,1662,48146720
blaSHV-185_1_KM233164,beta-lactam,0.404,671,1662,48146720
blaSHV-183_1_HG934764,beta-lactam,0.416,694,1668,48146720
blaSHV-182_1_KP050489,beta-lactam,0.429,713,1662,48146720
blaSHV-180_1_KP050487,beta-lactam,0.383,636,1662,48146720
blaSHV-190_1_KP868753,beta-lactam,0.366,609,1662,48146720
blaSHV-191_1_KP868754,beta-lactam,0.416,691,1662,48146720
blaSHV-193_1_KR347170,beta-lactam,0.405,673,1662,48146720
blaSHV-194_1_KX421191,beta-lactam,0.397,660,1662,48146720
blaSHV-195_1_KX619652,beta-lactam,0.344,571,1662,48146720
blaSHV-196_1_KX714286,beta-lactam,0.369,614,1662,48146720
blaSHV-197_1_KT946904,beta-lactam,0.406,674,1662,48146720
blaSHV-198_1_MF281086,beta-lactam,0.345,573,1662,48146720
blaSHV-199_1_MF373391,beta-lactam,0.397,660,1662,48146720
blaSHV-200_1_MF871643,beta-lactam,0.399,663,1662,48146720
blaSHV-203_1_MG028656,beta-lactam,0.431,717,1662,48146720
blaSHV-204_1_MH243356,beta-lactam,0.359,596,1662,48146720
blaSHV-1b-b_1_DQ166783,beta-lactam,0.362,602,1662,48146720
blaNDM-58_1_OR081828,beta-lactam,0.441,690,1566,48146720
blaNDM-60_1_OR139852,beta-lactam,0.48,752,1566,48146720
blaOXA-547_2_ON925022,beta-lactam,0.902,1380,1530,48146720
fosA_3_ACWO01000079,fosfomycin,0.574,448,780,48146720
fosA_5_AFBO01000747,fosfomycin,0.651,508,780,48146720
fosA6_1_KU254579,fosfomycin,0.533,416,780,48146720
fosA_6_ACZD01000244,fosfomycin,0.364,284,780,48146720
mph(A)_1_D16251,macrolide,0.997,1746,1752,48146720
mph(A)_2_U36578,macrolide,0.929,1656,1782,48146720
catA1_1_V00622,phenicol,0.615,775,1260,48146720
qnrB1_1_DQ351241,quinolone,0.5,615,1230,48146720
qnrB3_1_DQ303920,quinolone,0.376,462,1230,48146720
qnrB6_1_EF520349,quinolone,0.401,493,1230,48146720
qnrB6_2_EF523819,quinolone,0.376,462,1230,48146720
qnrB15_1_EU302865,quinolone,0.301,370,1230,48146720
qnrB16_1_EU136183,quinolone,0.314,386,1230,48146720
qnrB17_1_JN173051,quinolone,0.325,400,1230,48146720
qnrB17_2_AM919398,quinolone,0.401,493,1230,48146720
qnrB18_1_AM919399,quinolone,0.302,372,1230,48146720
qnrB26_1_HQ386846,quinolone,0.32,394,1230,48146720
qnrB41_1_JN166690,quinolone,0.302,373,1236,48146720
qnrB42_1_JN680743,quinolone,0.457,562,1230,48146720
qnrB66_1_KC580655,quinolone,0.376,462,1230,48146720
qnrB74_1_KJ415247,quinolone,0.309,380,1230,48146720
qnrB75_1_KP207591,quinolone,0.372,457,1230,48146720
qnrB77_1_KM985470,quinolone,0.376,462,1230,48146720
qnrB80_1_KM985473,quinolone,0.312,384,1230,48146720
OqxA_1_EU370913,quinolone,0.419,960,2292,48146720
OqxB_1_EU370913,quinolone,0.364,2273,6246,48146720
ARR-2_1_HQ141279,rifampicin,0.5,423,846,48146720
ARR-3_1_JF806499,rifampicin,0.427,361,846,48146720
ARR-3_4_FM207631,rifampicin,0.46,472,1026,48146720
ARR-6_3_JF922883,rifampicin,0.463,392,846,48146720
sul1_2_U12338,sulfonamide,1.0,1620,1620,48146720
